location,date,vaccine,total_vaccinations
Lithuania,4/19/2021,Oxford/AstraZeneca,189742
Lithuania,4/19/2021,Pfizer/BioNTech,533553
Lithuania,4/20/2021,Moderna,63122
Lithuania,4/20/2021,Oxford/AstraZeneca,191212
Lithuania,4/20/2021,Pfizer/BioNTech,545586
Lithuania,4/21/2021,Moderna,67264
Lithuania,4/21/2021,Oxford/AstraZeneca,191856
Lithuania,4/21/2021,Pfizer/BioNTech,567455
Lithuania,4/22/2021,Moderna,71177
Lithuania,4/22/2021,Oxford/AstraZeneca,193958
Lithuania,4/22/2021,Pfizer/BioNTech,587551
Lithuania,4/23/2021,Johnson&Johnson,2
Lithuania,4/23/2021,Moderna,72639
Lithuania,4/23/2021,Oxford/AstraZeneca,201829
Lithuania,4/23/2021,Pfizer/BioNTech,602847
Lithuania,4/24/2021,Johnson&Johnson,2
Lithuania,4/24/2021,Moderna,73990
Lithuania,4/24/2021,Oxford/AstraZeneca,203099
Lithuania,4/24/2021,Pfizer/BioNTech,604764
Lithuania,4/25/2021,Johnson&Johnson,2
Lithuania,4/25/2021,Moderna,73991
Lithuania,4/25/2021,Oxford/AstraZeneca,203119
Lithuania,4/25/2021,Pfizer/BioNTech,605008
Lithuania,4/26/2021,Johnson&Johnson,12
Lithuania,4/26/2021,Moderna,74802
Lithuania,4/26/2021,Oxford/AstraZeneca,207390
Lithuania,4/26/2021,Pfizer/BioNTech,606091
Lithuania,4/27/2021,Johnson&Johnson,58
Lithuania,4/27/2021,Moderna,75225
Lithuania,4/27/2021,Oxford/AstraZeneca,208755
Lithuania,4/27/2021,Pfizer/BioNTech,617334
Lithuania,4/28/2021,Johnson&Johnson,220
Lithuania,4/28/2021,Moderna,75795
Lithuania,4/28/2021,Oxford/AstraZeneca,209444
Lithuania,4/28/2021,Pfizer/BioNTech,631290
Lithuania,4/29/2021,Johnson&Johnson,328
Lithuania,4/29/2021,Moderna,77872
Lithuania,4/29/2021,Oxford/AstraZeneca,211597
Lithuania,4/29/2021,Pfizer/BioNTech,659624
Lithuania,4/30/2021,Johnson&Johnson,414
Lithuania,4/30/2021,Moderna,82259
Lithuania,4/30/2021,Oxford/AstraZeneca,213278
Lithuania,4/30/2021,Pfizer/BioNTech,691137
Lithuania,5/1/2021,Johnson&Johnson,450
Lithuania,5/1/2021,Moderna,82683
Lithuania,5/1/2021,Oxford/AstraZeneca,214110
Lithuania,5/1/2021,Pfizer/BioNTech,705616
Lithuania,5/2/2021,Johnson&Johnson,450
Lithuania,5/2/2021,Moderna,82684
Lithuania,5/2/2021,Oxford/AstraZeneca,214117
Lithuania,5/2/2021,Pfizer/BioNTech,706354
Lithuania,5/3/2021,Johnson&Johnson,546
Lithuania,5/3/2021,Moderna,85953
Lithuania,5/3/2021,Oxford/AstraZeneca,218850
Lithuania,5/3/2021,Pfizer/BioNTech,711612
Lithuania,5/4/2021,Johnson&Johnson,856
Lithuania,5/4/2021,Moderna,89049
Lithuania,5/4/2021,Oxford/AstraZeneca,222358
Lithuania,5/4/2021,Pfizer/BioNTech,732979
Lithuania,5/5/2021,Johnson&Johnson,1352
Lithuania,5/5/2021,Moderna,90698
Lithuania,5/5/2021,Oxford/AstraZeneca,225595
Lithuania,5/5/2021,Pfizer/BioNTech,762259
Lithuania,5/6/2021,Johnson&Johnson,1994
Lithuania,5/6/2021,Moderna,96400
Lithuania,5/6/2021,Oxford/AstraZeneca,229468
Lithuania,5/6/2021,Pfizer/BioNTech,787594
Lithuania,5/7/2021,Johnson&Johnson,3652
Lithuania,5/7/2021,Moderna,100939
Lithuania,5/7/2021,Oxford/AstraZeneca,238218
Lithuania,5/7/2021,Pfizer/BioNTech,806484
Lithuania,5/8/2021,Johnson&Johnson,3950
Lithuania,5/8/2021,Moderna,102389
Lithuania,5/8/2021,Oxford/AstraZeneca,248302
Lithuania,5/8/2021,Pfizer/BioNTech,810445
Lithuania,5/9/2021,Johnson&Johnson,3952
Lithuania,5/9/2021,Moderna,102389
Lithuania,5/9/2021,Oxford/AstraZeneca,255429
Lithuania,5/9/2021,Pfizer/BioNTech,810445
Lithuania,5/10/2021,Johnson&Johnson,5602
Lithuania,5/10/2021,Moderna,104700
Lithuania,5/10/2021,Oxford/AstraZeneca,269646
Lithuania,5/10/2021,Pfizer/BioNTech,812907
Lithuania,5/11/2021,Johnson&Johnson,6332
Lithuania,5/11/2021,Moderna,107505
Lithuania,5/11/2021,Oxford/AstraZeneca,272767
Lithuania,5/11/2021,Pfizer/BioNTech,832715
Lithuania,5/12/2021,Johnson&Johnson,6766
Lithuania,5/12/2021,Moderna,108691
Lithuania,5/12/2021,Oxford/AstraZeneca,275363
Lithuania,5/12/2021,Pfizer/BioNTech,860180
Lithuania,5/13/2021,Johnson&Johnson,7676
Lithuania,5/13/2021,Moderna,110789
Lithuania,5/13/2021,Oxford/AstraZeneca,278185
Lithuania,5/13/2021,Pfizer/BioNTech,884504
Lithuania,5/14/2021,Johnson&Johnson,8338
Lithuania,5/14/2021,Moderna,113598
Lithuania,5/14/2021,Oxford/AstraZeneca,282286
Lithuania,5/14/2021,Pfizer/BioNTech,908473
Lithuania,5/15/2021,Johnson&Johnson,8370
Lithuania,5/15/2021,Moderna,113838
Lithuania,5/15/2021,Oxford/AstraZeneca,284902
Lithuania,5/15/2021,Pfizer/BioNTech,911720
Lithuania,5/16/2021,Johnson&Johnson,8370
Lithuania,5/16/2021,Moderna,113963
Lithuania,5/16/2021,Oxford/AstraZeneca,284942
Lithuania,5/16/2021,Pfizer/BioNTech,912056
Lithuania,5/17/2021,Johnson&Johnson,9234
Lithuania,5/17/2021,Moderna,122389
Lithuania,5/17/2021,Oxford/AstraZeneca,289274
Lithuania,5/17/2021,Pfizer/BioNTech,914220
Lithuania,5/18/2021,Johnson&Johnson,10476
Lithuania,5/18/2021,Moderna,124470
Lithuania,5/18/2021,Oxford/AstraZeneca,291973
Lithuania,5/18/2021,Pfizer/BioNTech,932778
Lithuania,5/19/2021,Johnson&Johnson,11792
Lithuania,5/19/2021,Moderna,127602
Lithuania,5/19/2021,Oxford/AstraZeneca,295662
Lithuania,5/19/2021,Pfizer/BioNTech,957871
Lithuania,5/20/2021,Johnson&Johnson,14146
Lithuania,5/20/2021,Moderna,130280
Lithuania,5/20/2021,Oxford/AstraZeneca,300169
Lithuania,5/20/2021,Pfizer/BioNTech,981010
Lithuania,5/21/2021,Johnson&Johnson,16116
Lithuania,5/21/2021,Moderna,133026
Lithuania,5/21/2021,Oxford/AstraZeneca,304212
Lithuania,5/21/2021,Pfizer/BioNTech,998122
Lithuania,5/22/2021,Johnson&Johnson,16530
Lithuania,5/22/2021,Moderna,134553
Lithuania,5/22/2021,Oxford/AstraZeneca,304578
Lithuania,5/22/2021,Pfizer/BioNTech,1004885
Lithuania,5/23/2021,Johnson&Johnson,17170
Lithuania,5/23/2021,Moderna,134688
Lithuania,5/23/2021,Oxford/AstraZeneca,304607
Lithuania,5/23/2021,Pfizer/BioNTech,1005906
Lithuania,5/24/2021,Johnson&Johnson,19318
Lithuania,5/24/2021,Moderna,137324
Lithuania,5/24/2021,Oxford/AstraZeneca,308482
Lithuania,5/24/2021,Pfizer/BioNTech,1011804
Lithuania,5/25/2021,Johnson&Johnson,21134
Lithuania,5/25/2021,Moderna,139613
Lithuania,5/25/2021,Oxford/AstraZeneca,311423
Lithuania,5/25/2021,Pfizer/BioNTech,1030521
Lithuania,5/26/2021,Johnson&Johnson,22752
Lithuania,5/26/2021,Moderna,140573
Lithuania,5/26/2021,Oxford/AstraZeneca,315236
Lithuania,5/26/2021,Pfizer/BioNTech,1053392
Lithuania,5/27/2021,Johnson&Johnson,24930
Lithuania,5/27/2021,Moderna,141405
Lithuania,5/27/2021,Oxford/AstraZeneca,318098
Lithuania,5/27/2021,Pfizer/BioNTech,1077917
Lithuania,5/28/2021,Johnson&Johnson,27874
Lithuania,5/28/2021,Moderna,144360
Lithuania,5/28/2021,Oxford/AstraZeneca,321875
Lithuania,5/28/2021,Pfizer/BioNTech,1100612
Lithuania,5/29/2021,Johnson&Johnson,34068
Lithuania,5/29/2021,Moderna,144665
Lithuania,5/29/2021,Oxford/AstraZeneca,322159
Lithuania,5/29/2021,Pfizer/BioNTech,1105358
Lithuania,5/30/2021,Johnson&Johnson,34068
Lithuania,5/30/2021,Moderna,144727
Lithuania,5/30/2021,Oxford/AstraZeneca,322177
Lithuania,5/30/2021,Pfizer/BioNTech,1105870
Lithuania,5/31/2021,Johnson&Johnson,34916
Lithuania,5/31/2021,Moderna,148650
Lithuania,5/31/2021,Oxford/AstraZeneca,332038
Lithuania,5/31/2021,Pfizer/BioNTech,1109705
Lithuania,6/1/2021,Johnson&Johnson,36282
Lithuania,6/1/2021,Moderna,151609
Lithuania,6/1/2021,Oxford/AstraZeneca,334651
Lithuania,6/1/2021,Pfizer/BioNTech,1135566
Lithuania,6/2/2021,Johnson&Johnson,37654
Lithuania,6/2/2021,Moderna,153050
Lithuania,6/2/2021,Oxford/AstraZeneca,340080
Lithuania,6/2/2021,Pfizer/BioNTech,1167856
Lithuania,6/3/2021,Johnson&Johnson,39852
Lithuania,6/3/2021,Moderna,155079
Lithuania,6/3/2021,Oxford/AstraZeneca,343076
Lithuania,6/3/2021,Pfizer/BioNTech,1198026
Lithuania,6/4/2021,Johnson&Johnson,42862
Lithuania,6/4/2021,Moderna,158226
Lithuania,6/4/2021,Oxford/AstraZeneca,349480
Lithuania,6/4/2021,Pfizer/BioNTech,1227606
Lithuania,6/5/2021,Johnson&Johnson,47636
Lithuania,6/5/2021,Moderna,159915
Lithuania,6/5/2021,Oxford/AstraZeneca,349876
